Date,SumGBG(mm),SumLTP(mm),SumPerm(mm),GBGLTP,GBGPerm
7/28/2011,,0,0,,
7/29/2011,,0,0,,
7/30/2011,,1.26,1.78,,
7/31/2011,,0,0,,
8/1/2011,,0,0,,
8/2/2011,,5.84,4.06,,
8/3/2011,,1.25,1.25,,
8/4/2011,,0,0.25,,
8/5/2011,,0.51,0.25,,
8/6/2011,,0,0,,
8/7/2011,,0,0,,
8/8/2011,,0,0,,
8/9/2011,,0,0,,
8/10/2011,,0,0,,
8/11/2011,,0,0,,
8/12/2011,,0,0,,
8/13/2011,,0,0,,
8/14/2011,,0,0,,
8/15/2011,,1.78,1.78,,
8/16/2011,,0,0,,
8/17/2011,,0,0,,
8/18/2011,,12.94,11.15,,
8/19/2011,,0,0,,
8/20/2011,,0,0,,
8/21/2011,,0,0,,
8/22/2011,,0,0,,
8/23/2011,,0,0,,
8/24/2011,,0,0,,
8/25/2011,,0,0,,
8/26/2011,,0,0,,
8/27/2011,,0,0,,
8/28/2011,,0,0,,
8/29/2011,,0,0,,
8/30/2011,,0,0,,
8/31/2011,,0,0,,
9/1/2011,,0,0,,
9/2/2011,,0,0,,
9/3/2011,,0,0,,
9/4/2011,,0,0,,
9/5/2011,,0,0,,
9/6/2011,,1.77,2.54,,
9/7/2011,,0,0,,
9/8/2011,,0,0,,
9/9/2011,,4.55,4.81,,
9/10/2011,,24.9,16.25,,
9/11/2011,,0,9.26,,
9/12/2011,,6.59,4.5,,
9/13/2011,,4.57,2,,
9/14/2011,,0.25,1,,
9/15/2011,,0,0.25,,
9/16/2011,,0,0.25,,
9/17/2011,,0,0,,
9/18/2011,,0,0,,
9/19/2011,,0,0,,
9/20/2011,,0,0,,
9/21/2011,,0,0,,
9/22/2011,,0,0,,
9/23/2011,,0,0,,
9/24/2011,,0,0,,
9/25/2011,,0,0,,
9/26/2011,,0,0,,
9/27/2011,,5.08,3.02,,
9/28/2011,,0,0,,
9/29/2011,,0,0,,
9/30/2011,,0,0,,
10/1/2011,,0.25,0.25,,
10/2/2011,,3.55,3.27,,
10/3/2011,,0,0.25,,
10/4/2011,,0,0,,
10/5/2011,,0,0,,
10/6/2011,,0.25,0.25,,
10/7/2011,,0,0,,
10/8/2011,,0,0,,
10/9/2011,,0,0,,
10/10/2011,,0,0,,
10/11/2011,,0,0,,
10/12/2011,,0,0,,
10/13/2011,,0,0,,
10/14/2011,,0,0,,
10/15/2011,,0,0,,
10/16/2011,,0,0,,
10/17/2011,,0,0,,
10/18/2011,,0,0,,
10/19/2011,,0,0,,
10/20/2011,,0,0,,
10/21/2011,,0,0,,
10/22/2011,,0,0,,
10/23/2011,,0,0,,
10/24/2011,,0,0,,
10/25/2011,,0,0,,
10/26/2011,,0,0,,
10/27/2011,,0,0,,
10/28/2011,,0,0,,
10/29/2011,,0,0,,
10/30/2011,,0,0,,
10/31/2011,,0,0,,
11/1/2011,,0,0,,
11/2/2011,,0,0,,
11/3/2011,,0,0,,
11/4/2011,,0,0,,
11/5/2011,,5.84,5.04,,
11/6/2011,,0,0,,
11/7/2011,,6.36,6.03,,
11/8/2011,,0,0,,
11/9/2011,,0,0,,
11/10/2011,,0,0,,
11/11/2011,,0,0,,
11/12/2011,,0,0,,
11/13/2011,,10.17,5.78,,
11/14/2011,,5.82,10.29,,
11/15/2011,,0,0,,
11/16/2011,,0,0,,
11/17/2011,,0,0,,
11/18/2011,,0,0,,
11/19/2011,,0,0,,
11/20/2011,,0,0,,
11/21/2011,,0,0,,
11/22/2011,,0,0,,
11/23/2011,,0,0,,
11/24/2011,,0,0,,
11/25/2011,,1.52,3.01,,
11/26/2011,,0,0,,
11/27/2011,,0,0,,
11/28/2011,,0,0,,
11/29/2011,,0,0,,
11/30/2011,,0,0,,
12/1/2011,,0,0,,
12/2/2011,,6.06,5.51,,
12/3/2011,,0.25,0,,
12/4/2011,,5.04,4,,
12/5/2011,,0,1.25,,
12/6/2011,,0,0,,
12/7/2011,,0,0,,
12/8/2011,,0,0,,
12/9/2011,,0,0,,
12/10/2011,,0,0,,
12/11/2011,,0,0,,
12/12/2011,,3.55,4.56,,
12/13/2011,,15.21,17.25,,
12/14/2011,,12.93,11.88,,
12/15/2011,,0,0,,
12/16/2011,,0,0,,
12/17/2011,,0,0,,
12/18/2011,,0,0.75,,
12/19/2011,,5.31,3.28,,
12/20/2011,,0,0,,
12/21/2011,,0,0,,
12/22/2011,,0,0,,
12/23/2011,,0,0,,
12/24/2011,,0,0,,
12/25/2011,,0,0,,
12/26/2011,,0,0,,
12/27/2011,,0,0,,
12/28/2011,,0,0,,
12/29/2011,,,,,
12/30/2011,,,,,
12/31/2011,,,,,
1/1/2012,,,,,
1/2/2012,,,,,
1/3/2012,,,,,
1/4/2012,,,,,
1/5/2012,,,,,
1/6/2012,,,,,
1/7/2012,,,,,
1/8/2012,,,,,
1/9/2012,,,,,
1/10/2012,,,,,
1/11/2012,,,,,
1/12/2012,,,,,
1/13/2012,,,,,
1/14/2012,,,,,
1/15/2012,,,,,
1/16/2012,,,,,
1/17/2012,,,,,
1/18/2012,,,,,
1/19/2012,,,,,
1/20/2012,,,,,
1/21/2012,,,,,
1/22/2012,,,,,
1/23/2012,,,,,
1/24/2012,,,,,
1/25/2012,,,,,
1/26/2012,,,,,
1/27/2012,,,,,
1/28/2012,,,,,
1/29/2012,,,,,
1/30/2012,,,,,
1/31/2012,,,,,
2/1/2012,,,,,
2/2/2012,,,,,
2/3/2012,,,,,
2/4/2012,,,,,
2/5/2012,,,,,
2/6/2012,,,,,
2/7/2012,,,,,
2/8/2012,,,,,
2/9/2012,,,,,
2/10/2012,,,,,
2/11/2012,,,,,
2/12/2012,,,,,
2/13/2012,,,,,
2/14/2012,,,,,
2/15/2012,,,,,
2/16/2012,,,,,
2/17/2012,,,,,
2/18/2012,,,,,
2/19/2012,,,,,
2/20/2012,,,,,
2/21/2012,,,,,
2/22/2012,,,,,
2/23/2012,,,,,
2/24/2012,,,,,
2/25/2012,,,,,
2/26/2012,,,,,
2/27/2012,,,,,
2/28/2012,,,,,
2/29/2012,,,,,
3/1/2012,,,,,
3/2/2012,,,,,
3/3/2012,,,,,
3/4/2012,,,,,
3/5/2012,,0,0,,
3/6/2012,,0,0,,
3/7/2012,,0,0,,
3/8/2012,,0,0,,
3/9/2012,,0,0,,
3/10/2012,,0,0,,
3/11/2012,,0,0,,
3/12/2012,,0,0,,
3/13/2012,,0,0,,
3/14/2012,,0,0,,
3/15/2012,,0,0,,
3/16/2012,,0,0,,
3/17/2012,,0,0,,
3/18/2012,,8.33,7.58,,
3/19/2012,,1.26,0.75,,
3/20/2012,,0,0,,
3/21/2012,,0,0,,
3/22/2012,,0,0,,
3/23/2012,,0,0,,
3/24/2012,,0,0,,
3/25/2012,,0,0,,
3/26/2012,,0,0,,
3/27/2012,,0,0,,
3/28/2012,,0,0,,
3/29/2012,,0,0,,
3/30/2012,,0,0,,
3/31/2012,,0,0,,
4/1/2012,,0,0,,
4/2/2012,,0,0,,
4/3/2012,,0,0,,
4/4/2012,,0,0,,
4/5/2012,,0,0,,
4/6/2012,,0,0,,
4/7/2012,,0,0,,
4/8/2012,,0,0,,
4/9/2012,,0,0,,
4/10/2012,,0,0,,
4/11/2012,,0,0,,
4/12/2012,,0,0,,
4/13/2012,,0,0,,
4/14/2012,,3.28,2.27,,
4/15/2012,,0,0,,
4/16/2012,,0,0,,
4/17/2012,,0,0,,
4/18/2012,,0,0,,
4/19/2012,,0,0,,
4/20/2012,,0,0,,
4/21/2012,,0,0,,
4/22/2012,,0,0,,
4/23/2012,,0,0,,
4/24/2012,,0,0,,
4/25/2012,,0,0,,
4/26/2012,,0,0,,
4/27/2012,,0,0,,
4/28/2012,,0,0,,
4/29/2012,,0,0,,
4/30/2012,,0,0,,
5/1/2012,,0,0,,
5/2/2012,,0,0,,
5/3/2012,,0,0,,
5/4/2012,,0,0,,
5/5/2012,,0,0,,
5/6/2012,,0,0,,
5/7/2012,,0,0,,
5/8/2012,,0,0,,
5/9/2012,,0,0,,
5/10/2012,,0,0,,
5/11/2012,,0,0,,
5/12/2012,,0,0,,
5/13/2012,,0,0,,
5/14/2012,,0,0,,
5/15/2012,,0,0,,
5/16/2012,,0,0,,
5/17/2012,,0,0,,
5/18/2012,,0,0,,
5/19/2012,,0,0,,
5/20/2012,,0,0,,
5/21/2012,,0,0,,
5/22/2012,,0,0,,
5/23/2012,,0,0,,
5/24/2012,,0,0,,
5/25/2012,,0,0,,
5/26/2012,,0,0,,
5/27/2012,,0,0,,
5/28/2012,,0,0,,
5/29/2012,,0,0,,
5/30/2012,,0,0,,
5/31/2012,,0,0,,
6/1/2012,,0,0,,
6/2/2012,,0,0,,
6/3/2012,,0,0,,
6/4/2012,,0,0,,
6/5/2012,,0,0,,
6/6/2012,,0,0,,
6/7/2012,,0,0,,
6/8/2012,,0,0,,
6/9/2012,,0,0,,
6/10/2012,,0,0,,
6/11/2012,,0,0,,
6/12/2012,,0,0,,
6/13/2012,,0,0,,
6/14/2012,,0,0,,
6/15/2012,,0,0,,
6/16/2012,,16.26,8.08,,
6/17/2012,,0,2.25,,
6/18/2012,,0,0,,
6/19/2012,,0,0,,
6/20/2012,,0,0,,
6/21/2012,,0,0,,
6/22/2012,,0,0,,
6/23/2012,,0,0,,
6/24/2012,,0,0,,
6/25/2012,,0,0,,
6/26/2012,,0,0,,
6/27/2012,,0.25,0,,
6/28/2012,,0,0,,
6/29/2012,,0,0,,
6/30/2012,,0,0,,
7/1/2012,,0,0,,
7/2/2012,,0,0,,
7/3/2012,,7.87,2.27,,
7/4/2012,,12.93,6.25,,
7/5/2012,,0,3.25,,
7/6/2012,,0,1,,
7/7/2012,,0,0,,
7/8/2012,,0,0,,
7/9/2012,,0,0,,
7/10/2012,,11.94,14.74,,
7/11/2012,,1.78,0.25,,
7/12/2012,,0,0,,
7/13/2012,,0,0,,
7/14/2012,,2.03,2.03,,
7/15/2012,,20.31,20.05,,
7/16/2012,,0,0,,
7/17/2012,,0,0,,
7/18/2012,,0,0,,
7/19/2012,,0,0,,
7/20/2012,,11.92,12.19,,
7/21/2012,,6.61,1.27,,
7/22/2012,,0.25,0.25,,
7/23/2012,,0,0,,
7/24/2012,,0,0,,
7/25/2012,,0,0,,
7/26/2012,,0,0,,
7/27/2012,,0,0,,
7/28/2012,,1.25,1.5,,
7/29/2012,,0.76,0.5,,
7/30/2012,,0,0,,
7/31/2012,,0,0,,
8/1/2012,,0,0,,
8/2/2012,,0,0.51,,
8/3/2012,,0,0,,
8/4/2012,,0,0,,
8/5/2012,,4.06,5.83,,
8/6/2012,,0,0,,
8/7/2012,,0,0,,
8/8/2012,,0,0,,
8/9/2012,,0,0,,
8/10/2012,,0,0,,
8/11/2012,,0,0.25,,
8/12/2012,,0,0,,
8/13/2012,,0,0,,
8/14/2012,,0,0,,
8/15/2012,,0,0,,
8/16/2012,,0,0,,
8/17/2012,,1.01,0.75,,
8/18/2012,,0,0,,
8/19/2012,,17.52,17.78,,
8/20/2012,,0,0,,
8/21/2012,,17,10.41,,
8/22/2012,,9.9,13.7,,
8/23/2012,,0.25,0.76,,
8/24/2012,,0,0,,
8/25/2012,,0,0,,
8/26/2012,,0,0,,
8/27/2012,,0,0,,
8/28/2012,,0,0,,
8/29/2012,,0,0,,
8/30/2012,,0,0,,
8/31/2012,,0,0,,
9/1/2012,,0,0,,
9/2/2012,,0,0,,
9/3/2012,,0,0,,
9/4/2012,,0,0,,
9/5/2012,,0,,,
9/6/2012,,0.5,,,
9/7/2012,,0,,,
9/8/2012,,0,,,
9/9/2012,,0,,,
9/10/2012,,1.26,,,
9/11/2012,,3.03,,,
9/12/2012,,0,,,
9/13/2012,,0,,,
9/14/2012,,0,,,
9/15/2012,,0,,,
9/16/2012,,0,,,
9/17/2012,,0,,,
9/18/2012,,0,,,
9/19/2012,,0,,,
9/20/2012,,0,,,
9/21/2012,,0,,,
9/22/2012,,0,,,
9/23/2012,,0,,,
9/24/2012,,0,,,
9/25/2012,,0,,,
9/26/2012,,0,,,
9/27/2012,,0,,,
9/28/2012,,0,,,
9/29/2012,,0,,,
9/30/2012,,0,,,
10/1/2012,,0,,,
10/2/2012,,0,,,
10/3/2012,,0,,,
10/4/2012,,0,,,
10/5/2012,,0,,,
10/6/2012,,0,,,
10/7/2012,,0,,,
10/8/2012,,0,,,
10/9/2012,,0,,,
10/10/2012,,0,,,
10/11/2012,,0,,,
10/12/2012,,0,,,
10/13/2012,,0,,,
10/14/2012,,0,,,
10/15/2012,,0,,,
10/16/2012,,0,,,
10/17/2012,,,,,
10/18/2012,,,,,
10/19/2012,,,,,
10/20/2012,,,,,
10/21/2012,,,,,
10/22/2012,,,,,
10/23/2012,,,,,
10/24/2012,,,,,
10/25/2012,,,,,
10/26/2012,,,,,
10/27/2012,,,,,
10/28/2012,,,,,
10/29/2012,,,,,
10/30/2012,,,,,
10/31/2012,,,,,
11/1/2012,,,,,
11/2/2012,,,,,
11/3/2012,,,,,
11/4/2012,,,,,
11/5/2012,,,,,
11/6/2012,,,,,
11/7/2012,,,,,
11/8/2012,,,,,
11/9/2012,,,,,
11/10/2012,,,,,
11/11/2012,,,,,
11/12/2012,,,,,
11/13/2012,,,,,
11/14/2012,,,,,
11/15/2012,,,,,
11/16/2012,,,,,
11/17/2012,,,,,
11/18/2012,,,,,
11/19/2012,,,,,
11/20/2012,,,,,
11/21/2012,,,,,
11/22/2012,,,,,
11/23/2012,,,,,
11/24/2012,,,,,
11/25/2012,,,,,
11/26/2012,,,,,
11/27/2012,,,,,
11/28/2012,,,,,
11/29/2012,,,,,
11/30/2012,,,,,
12/1/2012,,,,,
12/2/2012,,,,,
12/3/2012,,,,,
12/4/2012,,,,,
12/5/2012,,,,,
12/6/2012,,0,0,,
12/7/2012,,0,0,,
12/8/2012,,0,0,,
12/9/2012,,0,0,,
12/10/2012,,0,0,,
12/11/2012,,0,0,,
12/12/2012,,0,0,,
12/13/2012,,10.9,10.13,,
12/14/2012,,3.29,4.3,,
12/15/2012,,2.01,2.53,,
12/16/2012,,3.02,2.77,,
12/17/2012,,0,0,,
12/18/2012,,0,0,,
12/19/2012,,1.26,1.26,,
12/20/2012,,0,0,,
12/21/2012,,0,0,,
12/22/2012,,0,0,,
12/23/2012,,0,0,,
12/24/2012,,0,0,,
12/25/2012,,0,0,,
12/26/2012,,0,0,,
12/27/2012,,0,0,,
12/28/2012,,0,0,,
12/29/2012,,0,0,,
12/30/2012,,2.53,3.03,,
12/31/2012,,1.25,1.51,,
1/1/2013,,0,0,,
1/2/2013,,0,0,,
1/3/2013,,0,0,,
1/4/2013,,0,0,,
1/5/2013,,0,0,,
1/6/2013,,0,0,,
1/7/2013,,0,0,,
1/8/2013,,0,0,,
1/9/2013,,0,0,,
1/10/2013,,0,0,,
1/11/2013,,0.5,0.5,,
1/12/2013,,0,0,,
1/13/2013,,0,0,,
1/14/2013,,0,0,,
1/15/2013,,0,0,,
1/16/2013,,0,0,,
1/17/2013,,0,0,,
1/18/2013,,0,0,,
1/19/2013,,0,0,,
1/20/2013,,0,0,,
1/21/2013,,0,0,,
1/22/2013,,0,0,,
1/23/2013,,0,0,,
1/24/2013,,0.25,0.25,,
1/25/2013,,0,0,,
1/26/2013,,14.98,5.07,,
1/27/2013,,0,0,,
1/28/2013,,0.5,0.75,,
1/29/2013,,0,0,,
1/30/2013,,0,0,,
1/31/2013,,0,0,,
2/1/2013,,0,0,,
2/2/2013,,0,0,,
2/3/2013,,0,0,,
2/4/2013,,0,0,,
2/5/2013,,0,0,,
2/6/2013,,0,0,,
2/7/2013,,0,0,,
2/8/2013,,0,0,,
2/9/2013,,1.78,0,,
2/10/2013,,0,0,,
2/11/2013,,5.06,4.29,,
2/12/2013,,0.5,0,,
2/13/2013,,0,0,,
2/14/2013,,0,0,,
2/15/2013,,0,0,,
2/16/2013,,0,0,,
2/17/2013,,0,0,,
2/18/2013,,0,0,,
2/19/2013,,0,0,,
2/20/2013,,10.4,9.13,,
2/21/2013,,4.3,3.56,,
2/22/2013,,0,0,,
2/23/2013,,0,0,,
2/24/2013,,0,0,,
2/25/2013,,0,0,,
2/26/2013,,0,0,,
2/27/2013,,0,0,,
2/28/2013,,0,0,,
3/1/2013,,0,0,,
3/2/2013,,0,0,,
3/3/2013,,0,0,,
3/4/2013,,0,0,,
3/5/2013,,0,0,,
3/6/2013,,0,0,,
3/7/2013,,0,0,,
3/8/2013,,0.76,0.25,,
3/9/2013,,0.25,0,,
3/10/2013,,0,0,,
3/11/2013,,0,0,,
3/12/2013,,0,0,,
3/13/2013,,0,0,,
3/14/2013,,0,0,,
3/15/2013,,0,0,,
3/16/2013,,0,0,,
3/17/2013,,0,0,,
3/18/2013,,0,0,,
3/19/2013,,0,0,,
3/20/2013,,0,0,,
3/21/2013,,0,0,,
3/22/2013,,0,0,,
3/23/2013,,0,0,,
3/24/2013,,0,0,,
3/25/2013,,0,0,,
3/26/2013,,0,0,,
3/27/2013,,0,0,,
3/28/2013,,0,0,,
3/29/2013,,0,0,,
3/30/2013,,0,0,,
3/31/2013,,0,0,,
4/1/2013,,0,0,,
4/2/2013,,0,0,,
4/3/2013,,0,0,,
4/4/2013,,0,0,,
4/5/2013,,0,0,,
4/6/2013,,0,0,,
4/7/2013,,0,0,,
4/8/2013,,3.06,2.8,,
4/9/2013,,1.02,1.77,,
4/10/2013,,0,0,,
4/11/2013,,0,0,,
4/12/2013,,0,0,,
4/13/2013,,0,0,,
4/14/2013,,0,0,,
4/15/2013,,0,0,,
4/16/2013,,0,0,,
4/17/2013,,0,0,,
4/18/2013,,0,0,,
4/19/2013,,0,0,,
4/20/2013,,0,0,,
4/21/2013,,0,0,,
4/22/2013,,0,0,,
4/23/2013,,0,0,,
4/24/2013,,0,0,,
4/25/2013,,0,0,,
4/26/2013,,0,0,,
4/27/2013,,0,0,,
4/28/2013,,0,0,,
4/29/2013,,0,0,,
4/30/2013,,0,0,,
5/1/2013,,0,0,,
5/2/2013,,0,0,,
5/3/2013,,0,0,,
5/4/2013,,0,0,,
5/5/2013,,0,0,,
5/6/2013,,0.25,0.25,,
5/7/2013,,0,0,,
5/8/2013,,0,0,,
5/9/2013,,0,0,,
5/10/2013,,0,0,,
5/11/2013,,0,0,,
5/12/2013,,0,0,,
5/13/2013,,0,0,,
5/14/2013,,0,0,,
5/15/2013,,0,0,,
5/16/2013,,0,0,,
5/17/2013,,0,0,,
5/18/2013,,0,0,,
5/19/2013,,0,0,,
5/20/2013,,0,0,,
5/21/2013,,0,0,,
5/22/2013,,0,0,,
5/23/2013,,0,0,,
5/24/2013,,0,0,,
5/25/2013,,0,0,,
5/26/2013,,0,0,,
5/27/2013,,0,0,,
5/28/2013,,0,0,,
5/29/2013,,0,0,,
5/30/2013,,0,0,,
5/31/2013,,0,0,,
6/1/2013,,0,0,,
6/2/2013,,0,0,,
6/3/2013,,0,0,,
6/4/2013,,0.76,0,,
6/5/2013,,0,0,,
6/6/2013,,0,0,,
6/7/2013,,0,0,,
6/8/2013,,0,0,,
6/9/2013,,0,0,,
6/10/2013,,0,0,,
6/11/2013,,0,0,,
6/12/2013,,0,0,,
6/13/2013,,0,0,,
6/14/2013,,0,0,,
6/15/2013,,0,0,,
6/16/2013,,0,0,,
6/17/2013,,0,0,,
6/18/2013,,0,0,,
6/19/2013,,0,0,,
6/20/2013,,0,0,,
6/21/2013,,0,0,,
6/22/2013,,0,0,,
6/23/2013,,0,0,,
6/24/2013,,0,0,,
6/25/2013,,0,0,,
6/26/2013,,0,0,,
6/27/2013,,0,0,,
6/28/2013,,0,0,,
6/29/2013,,0,0,,
6/30/2013,,0,0,,
7/1/2013,,9.15,7.62,,
7/2/2013,,0,0,,
7/3/2013,,0,0,,
7/4/2013,,0,0,,
7/5/2013,,0.5,0.75,,
7/6/2013,,0,0,,
7/7/2013,,0.76,1.27,,
7/8/2013,,0,0,,
7/9/2013,,0,0,,
7/10/2013,,2.03,3.04,,
7/11/2013,,2.52,3.03,,
7/12/2013,,4.57,7.11,,
7/13/2013,,0,0,,
7/14/2013,,0,0,,
7/15/2013,,4.57,8.38,,
7/16/2013,,0,0,,
7/17/2013,,0,0,,
7/18/2013,,0,0,,
7/19/2013,,0,0,,
7/20/2013,,8.13,10.42,,
7/21/2013,,0,0,,
7/22/2013,,0,0,,
7/23/2013,,0,0,,
7/24/2013,,1.25,1.51,,
7/25/2013,,0,0,,
7/26/2013,,12.44,17.01,,
7/27/2013,,0,0,,
7/28/2013,,0,0,,
7/29/2013,,0,0,,
7/30/2013,,0,0,,
7/31/2013,,0,0,,
8/1/2013,,0,0,,
8/2/2013,,0,0,,
8/3/2013,,0,0,,
8/4/2013,,0,0,,
8/5/2013,,2.77,2.52,,
8/6/2013,,2.03,2.79,,
8/7/2013,,0,0,,
8/8/2013,,0,0,,
8/9/2013,,0,0,,
8/10/2013,,0,0,,
8/11/2013,,0,0,,
8/12/2013,,0,0,,
8/13/2013,,0,0,,
8/14/2013,,0,0,,
8/15/2013,,0,0,,
8/16/2013,,0,0,,
8/17/2013,,0,0,,
8/18/2013,,2.29,1.77,,
8/19/2013,,0,0,,
8/20/2013,,0,0.25,,
8/21/2013,,0,0,,
8/22/2013,,0,0,,
8/23/2013,,0,0,,
8/24/2013,,0,0,,
8/25/2013,,0.51,0.51,,
8/26/2013,,0,0,,
8/27/2013,,0,0,,
8/28/2013,,2.03,0,,
8/29/2013,,3.8,4.05,,
8/30/2013,,0.25,0.25,,
8/31/2013,,0,0,,
9/1/2013,,0,0,,
9/2/2013,,0,0,,
9/3/2013,,0.25,0.25,,
9/4/2013,,0,0,,
9/5/2013,,0,0,,
9/6/2013,,0.25,0.25,,
9/7/2013,,0,0,,
9/8/2013,,1.76,1,,
9/9/2013,,8.63,8.62,,
9/10/2013,,0.76,0.76,,
9/11/2013,,0,0,,
9/12/2013,,0,0,,
9/13/2013,,0,0,,
9/14/2013,,0,0,,
9/15/2013,,0,0,,
9/16/2013,,0,0,,
9/17/2013,,0,0,,
9/18/2013,,0,0,,
9/19/2013,,0,0,,
9/20/2013,,0,0,,
9/21/2013,,0,0,,
9/22/2013,,0,0,,
9/23/2013,,0,0,,
9/24/2013,,0,0,,
9/25/2013,,0,0,,
9/26/2013,,0,0,,
9/27/2013,,0,0,,
9/28/2013,,0,0,,
9/29/2013,,0,0,,
9/30/2013,,0,0,,
10/1/2013,,0,0,,
10/2/2013,,0,0,,
10/3/2013,,0,0,,
10/4/2013,,0,0,,
10/5/2013,,0,0,,
10/6/2013,,0,0,,
10/7/2013,,0,0,,
10/8/2013,,0,0,,
10/9/2013,,0,0,,
10/10/2013,,0,0,,
10/11/2013,,0,0,,
10/12/2013,,0,0,,
10/13/2013,,0,0,,
10/14/2013,,0,0,,
10/15/2013,,0,0,,
10/16/2013,,0,0,,
10/17/2013,,0,0,,
10/18/2013,,0,0,,
10/19/2013,,0,0,,
10/20/2013,,0,0,,
10/21/2013,,1.52,0,,
10/22/2013,,0,0,,
10/23/2013,,0,0,,
10/24/2013,,0,0,,
10/25/2013,,0,0,,
10/26/2013,,0,0,,
10/27/2013,,0,0,,
10/28/2013,,0,0,,
10/29/2013,,0,0,,
10/30/2013,,0,0,,
10/31/2013,,0,0,,
11/1/2013,,0,0,,
11/2/2013,,2.29,2.28,,
11/3/2013,,0.5,0.5,,
11/4/2013,,0,0,,
11/5/2013,,0,0,,
11/6/2013,,0,0,,
11/7/2013,,0,0,,
11/8/2013,,0,0,,
11/9/2013,,0,0,,
11/10/2013,,0,0,,
11/11/2013,,0,0,,
11/12/2013,,0,0,,
11/13/2013,,0,0,,
11/14/2013,,0,0,,
11/15/2013,,0,0,,
11/16/2013,,0,0,,
11/17/2013,,0,0,,
11/18/2013,,0,0,,
11/19/2013,,0,0,,
11/20/2013,,0,0,,
11/21/2013,,0.75,0.76,,
11/22/2013,,22.59,23.84,,
11/23/2013,,27.65,31.47,,
11/24/2013,,0,0,,
11/25/2013,,0,0,,
11/26/2013,,0,0,,
11/27/2013,,0,0,,
11/28/2013,,0,0,,
11/29/2013,,0,0,,
11/30/2013,,0,0,,
12/1/2013,,0,0,,
12/2/2013,,0,0,,
12/3/2013,,0,0,,
12/4/2013,,1.01,0.25,,
12/5/2013,,4.52,4.79,,
12/6/2013,,0,0,,
12/7/2013,,0,0,,
12/8/2013,,0,0,,
12/9/2013,,0,0,,
12/10/2013,,0,0,,
12/11/2013,,0,0,,
12/12/2013,,0,0,,
12/13/2013,,0,0,,
12/14/2013,,0,0,,
12/15/2013,,0,0,,
12/16/2013,,0,0,,
12/17/2013,,0,0,,
12/18/2013,,0,0,,
12/19/2013,,0,0,,
12/20/2013,,6.59,7.6,,
12/21/2013,,0,0,,
12/22/2013,,0,0,,
12/23/2013,,0,0,,
12/24/2013,,0,0,,
12/25/2013,,0,0,,
12/26/2013,,0,0,,
12/27/2013,,0,0,,
12/28/2013,,0,0,,
12/29/2013,,0,0,,
12/30/2013,,0,0,,
12/31/2013,,0,0,,
1/1/2014,,0,0,,
1/2/2014,,0,0,,
1/3/2014,,0,0,,
1/4/2014,,0,0,,
1/5/2014,,0,0,,
1/6/2014,,0,0,,
1/7/2014,,0,0,,
1/8/2014,,0,0,,
1/9/2014,,0,0,,
1/10/2014,,0,0,,
1/11/2014,,0,0,,
1/12/2014,,0,0,,
1/13/2014,,0,0,,
1/14/2014,,0,0,,
1/15/2014,,0,0,,
1/16/2014,,0,0,,
1/17/2014,,0,0,,
1/18/2014,,0,0,,
1/19/2014,,0,0,,
1/20/2014,,0,0,,
1/21/2014,,0,0,,
1/22/2014,,0,0,,
1/23/2014,,0,0,,
1/24/2014,,0,0,,
1/25/2014,,0,0,,
1/26/2014,,0,0,,
1/27/2014,,0,0,,
1/28/2014,,0,0,,
1/29/2014,,0,0,,
1/30/2014,,0,0,,
1/31/2014,,0,0,,
2/1/2014,,0,0.25,,
2/2/2014,,0,0,,
2/3/2014,,0,0,,
2/4/2014,,0,0,,
2/5/2014,,0,0,,
2/6/2014,,0,0,,
2/7/2014,,0,0,,
2/8/2014,,0,0,,
2/9/2014,,0,0,,
2/10/2014,,0,0,,
2/11/2014,,0,0,,
2/12/2014,,0,0,,
2/13/2014,,0,0,,
2/14/2014,,0,0,,
2/15/2014,,0,0,,
2/16/2014,,0,0,,
2/17/2014,,0,0,,
2/18/2014,,0,0,,
2/19/2014,,0,0,,
2/20/2014,,0,0,,
2/21/2014,,0,0,,
2/22/2014,,0,0,,
2/23/2014,,0,0,,
2/24/2014,,0,0,,
2/25/2014,,0,0,,
2/26/2014,,0,0,,
2/27/2014,,0,0,,
2/28/2014,,0,0,,
3/1/2014,,4.05,4.81,,
3/2/2014,,3.3,3.03,,
3/3/2014,,0,0,,
3/4/2014,,0,0,,
3/5/2014,,0,0,,
3/6/2014,,0,0,,
3/7/2014,,0,0,,
3/8/2014,,0,0,,
3/9/2014,,0,0,,
3/10/2014,,0,0,,
3/11/2014,,0,0,,
3/12/2014,,0,0,,
3/13/2014,,0,0,,
3/14/2014,,0,0,,
3/15/2014,,0,0,,
3/16/2014,,0,0,,
3/17/2014,,0,0,,
3/18/2014,,0,0,,
3/19/2014,,0,0,,
3/20/2014,,0,0,,
3/21/2014,,0,0,,
3/22/2014,,0,0,,
3/23/2014,,0,0,,
3/24/2014,,0,0,,
3/25/2014,,0,0,,
3/26/2014,,0,0,,
3/27/2014,,0,0,,
3/28/2014,,0,0,,
3/29/2014,,0,0,,
3/30/2014,,0,0,,
3/31/2014,,0,0,,
4/1/2014,,0,0,,
4/2/2014,,0,0,,
4/3/2014,,0,0,,
4/4/2014,,0,0,,
4/5/2014,,0,0,,
4/6/2014,,0,0,,
4/7/2014,,0,0,,
4/8/2014,,0,0,,
